,Tweets,date,source,likes,retweet,image_url
104,"Typhoon Kong-rey may threaten Japan's Ryukyu Islands, possibly including Okinawa, late this week: https://wxch.nl/2Iqx3sM pic.twitter.com/gDeMKzv9zs",1538333767,https://twitter.com/weatherchannel/status/1046473786218942464,121,79,https://pbs.twimg.com/media/DoXSK7lXoAIlrdW.jpg
105,Rounds of rain and thunderstorms could raise the risk of # flooding in the water-logged upper Midwest in October's first week: https://wxch.nl/2P3GzF3 pic.twitter.com/lMA0ZXDmOh,1538324008,https://twitter.com/weatherchannel/status/1046432854186577931,64,24,https://pbs.twimg.com/media/DoWtC7CVAAM1mn6.jpg
106,"# Rosa is weakening, but will bring a surge of moisture fueling heavy rain and flooding in the Southwest early this week: https://wxch.nl/2NFdbrX pic.twitter.com/dp7BxXnLEf",1538315040,https://twitter.com/weatherchannel/status/1046395237487112192,111,62,https://pbs.twimg.com/media/DoV--FdUgAEFKUj.jpg
107,Death toll more than doubles to over 800 in Indonesia after Friday's devastating # earthquake and # tsunami: https://wxch.nl/2IquOpl pic.twitter.com/SEz9qfRqtI,1538311772,https://twitter.com/weatherchannel/status/1046381532636696577,140,155,https://pbs.twimg.com/media/DoV-Kh2U8AEq7Eu.jpg
108,Typhoon # Trami is making landfall in mainland Japan with damaging winds and flooding rainfall: https://wxch.nl/2zEjmDN pic.twitter.com/0dEmXipLRR,1538306211,https://twitter.com/weatherchannel/status/1046358206874882048,85,94,https://pbs.twimg.com/media/DoVpCgZUYAI4r_F.jpg
109,Snow is coming for the northern tier of the U.S. and cold air is heading south overnight: https://wxch.nl/2OlcuDv pic.twitter.com/cUlHC0etWA,1538263200,https://twitter.com/weatherchannel/status/1046177805158027264,190,75,https://pbs.twimg.com/media/DoSyi65V4AEwCtf.jpg
110,Typhoon # Trami is now moving into mainland Japan after smacking Okinawa...and another typhoon may be on the way to southern Japan: https://wxch.nl/2zEjmDN pic.twitter.com/7dhcbV4Jp0,1538257586,https://twitter.com/weatherchannel/status/1046154259031568389,207,172,https://pbs.twimg.com/media/DoSvp1YVsAE4VoD.jpg
111,"Hurricane # Rosa could bring potentially beneficial rainfall for the Southwest, but it could also cause flooding in some spots next week: https://wxch.nl/2NFdbrX pic.twitter.com/aE2snRD0a0",1538254834,https://twitter.com/weatherchannel/status/1046142716768395264,122,68,https://pbs.twimg.com/media/DoSlMjtUcAA-Gnm.jpg
112,Hurricane # Rosa will weaken before making landfall in the northern Baja California Peninsula and will bring the threat of flooding into the Southwest early next week: https://wxch.nl/2OYkEiq pic.twitter.com/mw6WLBUPdv,1538237160,https://twitter.com/weatherchannel/status/1046068585653837824,181,94,https://pbs.twimg.com/media/DoRc4mMXoAU8SKN.jpg
113,A # medicane is moving into Greece with heavy rainfall and gusty winds: https://wxch.nl/2xYP24J pic.twitter.com/jm6ieDBSkf,1538229480,https://twitter.com/weatherchannel/status/1046036372899942401,108,76,https://pbs.twimg.com/media/DoQ0qHXVsAE2g2Z.jpg
114,Chilly conditions will continue into next week across parts of the northern tier with # snow in the northern Rockies: https://wxch.nl/2NaRN8T pic.twitter.com/sTu7i3obQo,1538226720,https://twitter.com/weatherchannel/status/1046024796310401024,70,23,https://pbs.twimg.com/media/DoQ0N2TVsAAMQho.jpg
115,"Typhoon # Trami continues to impact Ryukyu Islands, including Okinawa, and will bring high winds, flooding rain to Japan through this weekend: https://wxch.nl/2Osnuzj pic.twitter.com/9HH2xYA4jx",1538224080,https://twitter.com/weatherchannel/status/1046013723549163520,84,62,https://pbs.twimg.com/media/DoQrVA5XsAAc3Qz.jpg
116,"Hurricane # Rosa will slowly lose steam over the next few days, but it will still bring heavy rain to Southern California and Arizona next week: https://wxch.nl/2NFdbrX pic.twitter.com/ivZo38MU5x",1538169900,https://twitter.com/weatherchannel/status/1045786476368338945,199,105,https://pbs.twimg.com/media/DoNfmBoVsAAxni7.jpg
117,"We're excited that @ draustinccm from our upcoming series, Storm of Suspicion, will be on @ realcrimeprofil next week! Can't wait until the podcast is released? Catch up on all of their episodes: https://itunes.apple.com/us/podcast/real-crime-profile/id1081244497?mt=2 …pic.twitter.com/i1LmcwNIXa",1538169352,https://twitter.com/weatherchannel/status/1045784180041437184,28,7,https://pbs.twimg.com/media/DoNRsqrWkAEepqz.jpg
118,A # Medicane is going to bring gusty winds and heavy rain to Greece and Turkey this weekend. The strange forecast: https://wxch.nl/2DFzsRM pic.twitter.com/FCplpuminA,1538164497,https://twitter.com/weatherchannel/status/1045763813012836353,111,48,https://pbs.twimg.com/media/DoNMcfJU4AA9dNh.jpg
119,The Nonexistent:https://features.weather.com/exodus/chapter/the-nonexistent/ …,1538151275,https://twitter.com/weatherchannel/status/1045708357389225985,23,3,
120,Thanks for joining us!,1538148803,https://twitter.com/weatherchannel/status/1045697989216538625,2,0,
121,"Not one, but two # typhoons could target # Japan in less than a week. https://wxch.nl/2IoWE5w # Tramipic.twitter.com/IevyptpsTT",1538139516,https://twitter.com/weatherchannel/status/1045659037843562496,79,64,https://pbs.twimg.com/media/DoLtPHIXoAAVBuc.jpg
122,"We'd love to feature this on our platforms! When and where did you take this? To give http://Weather.com permission, respond with # yesweather. View the terms here:https://weather.com/en-US/twc/privacy-policy …",1538138326,https://twitter.com/weatherchannel/status/1045654046613417984,1,0,
123,"# Rosa may be a Category 4 # hurricane now, but its remnant moisture and surf generation are the bigger concerns ahead. https://wxch.nl/2QivjEX pic.twitter.com/oCxOB13pLn",1538132708,https://twitter.com/weatherchannel/status/1045630480404680705,236,161,https://pbs.twimg.com/media/DoLTOVjW0AE4KVa.jpg
124,"# Tropical Storm # Kirk already producing # flooding rain in the Windward Islands. Fortunately, its lifespan will be short. https://wxch.nl/2R5X5Wj pic.twitter.com/B7g4UIntSt",1538128620,https://twitter.com/weatherchannel/status/1045613335914459136,61,30,https://pbs.twimg.com/media/DoK_NzvXkAIafNK.jpg
125,# Kirk's heaviest rains will arrive in the Windward Islands into the overnight hours even as Kirk's center moves into the Caribbean. Forecast: https://wxch.nl/2OcStz3 pic.twitter.com/ShWEbG7vsk,1538093526,https://twitter.com/weatherchannel/status/1045466141588639747,134,76,https://pbs.twimg.com/media/DoI9pb8VsAE-lsE.jpg
126,# Snow is in the forecast starting tonight in parts of the northern Rockies and the Black Hills: https://wxch.nl/2QhaWrJ pic.twitter.com/VsEPr8eCtu,1538083729,https://twitter.com/weatherchannel/status/1045425047370903557,137,62,https://pbs.twimg.com/media/DoIYYHPU4AAlML8.jpg
127,"Out-of-season Tropical Cyclone # Liua formed Thursday in the Southern Hemisphere. Forecasters are calling this an ""unusual"" occurrence: https://wxch.nl/2NJm8jT pic.twitter.com/pUUkfaY2nd",1538077564,https://twitter.com/weatherchannel/status/1045399191235760129,61,51,https://pbs.twimg.com/media/DoIAr3OUwAAbfN4.jpg
128,Here's where the greatest # hurricane threat is in October: https://wxch.nl/2Dy0rOY pic.twitter.com/SmJiOjkPM2,1538075403,https://twitter.com/weatherchannel/status/1045390126724075524,129,90,https://pbs.twimg.com/media/DoH4jTvX0AAsLaA.jpg
129,Where and when did you take this? Can we at http://Weather.com have permission to feature your post? Verify using the hashtag # yesweather. Terms: https://weather.com/en-US/twc/privacy-policy …,1538059559,https://twitter.com/weatherchannel/status/1045323671227834369,0,0,
130,"A ""medicane"" may develop in the Mediterranean Sea – here’s what that means: https://wxch.nl/2R4aNZF pic.twitter.com/eTt76zWiwG",1538058060,https://twitter.com/weatherchannel/status/1045317385228410880,59,34,https://pbs.twimg.com/media/DoGosJFXkAISRbu.jpg
131,Hurricane # Rosa may soak parts of the Southwest early next week: https://wxch.nl/2NLiOog pic.twitter.com/ef0MKqNIPw,1538056260,https://twitter.com/weatherchannel/status/1045309835946979328,75,47,https://pbs.twimg.com/media/DoGPzSOX0AA0V8W.jpg
132,"Colder-than-average temperatures are expected for parts of the northern tier into next week, with # snow likely in northern Rockies: https://wxch.nl/2zyD5EV pic.twitter.com/ZZk1D9XfwF",1538053680,https://twitter.com/weatherchannel/status/1045299014021734400,84,44,https://pbs.twimg.com/media/DoGZLdEW0AAIbCB.jpg
133,"Typhoon # Trami will bring damaging winds, heavy rain to parts of Japan, including Okinawa, Friday into the weekend: https://wxch.nl/2NMbvwC pic.twitter.com/0qZjAtcP4S",1538051820,https://twitter.com/weatherchannel/status/1045291212603703297,58,56,https://pbs.twimg.com/media/DoGPTz0XoAIMSUb.jpg
134,"A chillier-than-average October may be ahead for parts of northern tier - here the latest fall, early winter temperature outlook: https://wxch.nl/2N5X4hT pic.twitter.com/MO3BgImfjH",1538049360,https://twitter.com/weatherchannel/status/1045280894586511361,152,78,https://pbs.twimg.com/media/DoGOH9iXcAE9PmD.jpg
135,Tropical Storm # Kirk is approaching the Lesser Antilles with the threat of heavy rainfall: https://wxch.nl/2R1PibU pic.twitter.com/NB3CxwS7bd,1538047440,https://twitter.com/weatherchannel/status/1045272841682223105,68,58,https://pbs.twimg.com/media/DoGLPA3XkAAAFcX.jpg
136,# Severe thunderstorms with damaging winds will continue to fire up across the Northeast through this evening: https://wxch.nl/2DwUEJN pic.twitter.com/r7Qxj1W6RH,1537998855,https://twitter.com/weatherchannel/status/1045069062395629568,77,46,https://pbs.twimg.com/media/DoDUh5FX0AAZXDr.jpg
137,"NEW: # Severe thunderstorm watch issued for the District of Columbia, northern Delaware, Maryland, western New Jersey, southeastern Pennsylvania and northern Virginia until 11 p.m. EDT. This includes Philadelphia, Baltimore and Washington D.C.pic.twitter.com/Rk96XRRAUu",1537996149,https://twitter.com/weatherchannel/status/1045057714337062912,58,28,https://pbs.twimg.com/media/DoDKc9oXUAAidIL.jpg
138,"Yes, it's already that time of year. Let's take a look at when the first freeze of the season typically occurs: https://wxch.nl/2QYyJOa pic.twitter.com/P0jClvL5aO",1537993925,https://twitter.com/weatherchannel/status/1045048385731014656,230,101,https://pbs.twimg.com/media/DoDBwdnXcAY9gzW.jpg
139,Hurricane # Rosa is quickly strengthening in the eastern Pacific and could increase moisture in the Southwest next week: https://wxch.nl/2Oh6Q5k pic.twitter.com/yQQdaj9mCp,1537982880,https://twitter.com/weatherchannel/status/1045002057470611458,92,40,https://pbs.twimg.com/media/DoCPva5XoAAhh-D.jpg
140,"# Severe weather threat Wednesday in the Northeast, with a TOR:CON of 3 for New England, while the center of the country gets a # fall cooldown. We are LIVE with your local forecast.pic.twitter.com/aL4aAW6cpV",1537977688,https://twitter.com/weatherchannel/status/1044980281726443520,100,54,https://pbs.twimg.com/media/DoBur75XoAE0GPs.jpg
141,Chilly conditions will persist in parts of the northern tier into next week: https://wxch.nl/2QYZzWv pic.twitter.com/vCPPrsWvNj,1537966260,https://twitter.com/weatherchannel/status/1044932348159152131,59,24,https://pbs.twimg.com/media/DoBPn1WWsAAUTYS.jpg
142,"# Tropical storm warnings just added for # Dominica, # Guadeloupe, # Martinique. Complete # Kirk forecast: https://wxch.nl/2NDpJjv pic.twitter.com/dBTQBGcknG",1537964613,https://twitter.com/weatherchannel/status/1044925441008635905,57,46,https://pbs.twimg.com/media/DoBSFqJXcAAA17e.jpg
143,# Severe thunderstorms with damaging winds and locally heavy rainfall may develop in the Northeast Wednesday: https://wxch.nl/2Dw7nfF pic.twitter.com/XOwlMXRBBT,1537963860,https://twitter.com/weatherchannel/status/1044922281904885760,68,34,https://pbs.twimg.com/media/DoBGnFZWsAAAeHf.jpg
144,"The complete details on ""Comeback # Kirk"", including the most serious potential impact to the Windward Islands: https://wxch.nl/2NDpJjv pic.twitter.com/Zd9eqFQtwt",1537960538,https://twitter.com/weatherchannel/status/1044908349194670082,35,25,https://pbs.twimg.com/media/DoBCjNRXUAAXCbb.jpg
145,BREAKING: # Tropical Storm # Kirk regenerates east of the Lesser Antilles. # Tropical storm watches and warnings issued for parts of the Windward Islands. Interactive tracker: https://weather.com/storms/hurricane-central/AL122018 …pic.twitter.com/G3jLclDovz,1537953034,https://twitter.com/weatherchannel/status/1044876876450320384,163,146,https://pbs.twimg.com/media/DoAlmM4WkAI-hhF.jpg
146,6:45 pm EDT: Flash flood warnings remain in place around Philadelphia and Trenton even as rains move eastward out of the area. More than 20 vehicles have been trapped by flooding and one lane of I-76 is closed due to water on the interstate. Stay off the roads in this area.pic.twitter.com/vUjJQtwMAJ,1537915654,https://twitter.com/weatherchannel/status/1044720093656158210,66,44,https://pbs.twimg.com/media/Dn-XQg2U8AA74pX.jpg
147,A severe thunderstorm warning has been issued for Chicago and it's suburbs. Storms are moving eastward toward the city with the threat of destructive wind gusts. These storms should arrive in Chicago by 6 pm CDT.pic.twitter.com/KqXNq0nCX0,1537912924,https://twitter.com/weatherchannel/status/1044708640488394753,57,38,https://pbs.twimg.com/media/Dn-M1e-U0AADr3V.jpg
148,"The threat for # severe thunderstorms with damaging winds, hail and a couple of tornadoes will continue this evening in the Midwest, then shift to the Northeast for Wednesday: https://wxch.nl/2ztTI4V pic.twitter.com/mgxO6p58nC",1537911070,https://twitter.com/weatherchannel/status/1044700865188319232,79,55,https://pbs.twimg.com/media/Dn-Fa0ZWsAARVLH.jpg
149,"We'd love to feature this on our platforms! When and where did you take this? To give http://Weather.com permission, respond with # yesweather. View the terms here:https://weather.com/en-US/twc/privacy-policy …",1537901820,https://twitter.com/weatherchannel/status/1044662068203393025,0,0,
150,"NEW: # Severe thunderstorm watch issued for northern Illinois, southeastern Wisconsin and east-central and southeastern Iowa until 10 p.m. CDT. This includes Chicago, Milwaukee and the Quad Cities.https://twitter.com/NWSSevereTstorm/status/1044656673976197120 …",1537901220,https://twitter.com/weatherchannel/status/1044659550543130624,36,24,
151,Chilly temperatures are expected to persist in the nation's northern tier into next week. There could even be some # snow later this week in the Rockies: https://wxch.nl/2xFh6eb pic.twitter.com/TESrtFS2Jc,1537900680,https://twitter.com/weatherchannel/status/1044657285820121088,95,38,https://pbs.twimg.com/media/Dn9PZ0eXcAEyKph.jpg
152,"# Severe weather threat today across parts of the Ohio Valley and Midwest, with a TOR:CON up to 3. We are also keeping a close eye on # Invest98L. @ TWCAlexWallace, @ TWCErikaNavarro and @ TevinWooten are LIVE timing out the storms and have your extended forecast.pic.twitter.com/08mBZ09G3L",1537889689,https://twitter.com/weatherchannel/status/1044611186480861184,48,21,https://pbs.twimg.com/media/Dn8yriRW0AU9q8-.jpg
153,"Currently a super # typhoon, # Trami poses a danger to # Japan this weekend. https://wxch.nl/2OPBmAn pic.twitter.com/fuHnpviSMs",1537880460,https://twitter.com/weatherchannel/status/1044572477207318528,67,67,https://pbs.twimg.com/media/Dn7-SBgXoAM7BxK.jpg
154,"It may be the first week of # fall, but we have a two-day threat of # severe t-storms ahead from the Midwest today -> Northeast Wednesday. https://wxch.nl/2Q6mDkV pic.twitter.com/JJ8OVyYchw",1537877334,https://twitter.com/weatherchannel/status/1044559367767568385,83,35,https://pbs.twimg.com/media/Dn8FExBX0AAXRlS.jpg
155,"Regardless of development, Invest # 98L will bring some rain to parts of the # Florence # flood zone today. Thankfully, it shouldn't be heavy for many areas. https://wxch.nl/2Dtze02 pic.twitter.com/TOlUmuvsj2",1537873260,https://twitter.com/weatherchannel/status/1044542277857685504,64,43,https://pbs.twimg.com/media/Dn7jDO7WkAAmrxM.jpg
156,# Severe thunderstorms with damaging winds are possible in the Midwest and Northeast Tuesday and Wednesday: https://wxch.nl/2OJDoC2 pic.twitter.com/APKSRcueAx,1537830300,https://twitter.com/weatherchannel/status/1044362090507423745,117,78,https://pbs.twimg.com/media/Dn5P6dxWkAYInRn.jpg
157,Super Typhoon # Trami has become the Earth's sixth Category 5 # tropical cyclone in 2018. The 1990-2017 average was 5.1 Category 5 storms per year: https://wxch.nl/2QS6fpr pic.twitter.com/MxqfG4OTVl,1537826736,https://twitter.com/weatherchannel/status/1044347144168251393,247,152,https://pbs.twimg.com/media/Dn5DsCvXsAUrZ-T.jpg
158,# Invest98L is expected to brush the Carolinas with showers on Tuesday regardless of # tropical development: https://wxch.nl/2IbQzsY pic.twitter.com/dFNmj0pjsO,1537814539,https://twitter.com/weatherchannel/status/1044295984950509569,49,45,https://pbs.twimg.com/media/Dn4VWqrW0AEl7Sr.jpg
159,"Super # Typhoon # Trami may reach Cat. 5 intensity today and may threaten # Taiwan and the Ryukyu Islands of # Japan, including # Okinawa late this week. https://wxch.nl/2N0L8OB pic.twitter.com/zed4qdqUiK",1537792980,https://twitter.com/weatherchannel/status/1044205559019266048,172,127,https://pbs.twimg.com/media/Dn27KjQVAAAk1Jc.jpg
160,", we'd love to feature your post on http://Weather.com ! Where and when did you take it? To let us know if we have your permission, respond using the hashtag # yesweather.https://weather.com/en-US/twc/privacy-policy …",1537792758,https://twitter.com/weatherchannel/status/1044204628886384642,2,0,
161,"This map of the Atlantic Basin may appear busy, but here's why we're not too concerned about it right now. https://wxch.nl/2MX43cX # Kirk # 98L # Lesliepic.twitter.com/lCfxBClW1K",1537790392,https://twitter.com/weatherchannel/status/1044194706106830848,75,28,https://pbs.twimg.com/media/Dn25eQGV4AAnStZ.jpg
162,This first full week of # fall will feature some # severe t-storms from the Midwest -> Northeast. https://wxch.nl/2xL4fqe pic.twitter.com/vOauFA6YPb,1537789620,https://twitter.com/weatherchannel/status/1044191466015219712,71,31,https://pbs.twimg.com/media/Dn2n5DPX0AA0vnr.jpg
163,Here are 5 things to watch in this week's # weather: https://wxch.nl/2MWOrWW pic.twitter.com/sMUhYlFf5J,1537748253,https://twitter.com/weatherchannel/status/1044017962968141826,139,74,https://pbs.twimg.com/media/Dn0YoHjXsAE8iGG.jpg
164,Rapidly intensifying Typhoon # Trami is a potential danger to Taiwan and Japan's Ryukyu Islands late this week: https://wxch.nl/2QRRLFM pic.twitter.com/CT3I7HoJeg,1537744980,https://twitter.com/weatherchannel/status/1044004233974964224,126,78,https://pbs.twimg.com/media/Dnz_imuXoAEX9qv.jpg
165,Here's why we're keeping our eyes on the busy Atlantic Basin this week: https://wxch.nl/2zoQhfu pic.twitter.com/WrkhlTRFMC,1537741398,https://twitter.com/weatherchannel/status/1043989208107503616,260,142,https://pbs.twimg.com/media/Dnz-bRrXgAI8zci.jpg
166,"First it was flooded by # Florence. Now, a lingering stink along Interstate 40. https://wxch.nl/2pxbPAS (Photo: Penderlea Fire Department)pic.twitter.com/MnD0Hdi6LQ",1537718460,https://twitter.com/weatherchannel/status/1043893000177430529,163,96,https://pbs.twimg.com/media/DnyimNvXkAUcxVq.jpg
167,# Leslie becomes the 12th named storm of the 2018 Atlantic # hurricane season. TD # Eleven fizzled. # Kirk continues in the eastern Atlantic. Full # tropical update: https://wxch.nl/2O5VVv6 pic.twitter.com/Xf1VOlqlll,1537717059,https://twitter.com/weatherchannel/status/1043887122611097600,195,128,https://pbs.twimg.com/media/Dnyhp7WXoAE-d6A.jpg
168,"One dead, 45 homes flooded from heavy rain in Texas Friday/Saturday. https://wxch.nl/2I8oqCZ pic.twitter.com/jcW6RQLnmf",1537711986,https://twitter.com/weatherchannel/status/1043865848212082688,113,69,https://pbs.twimg.com/media/DnyOboZXoAAyuHQ.jpg
169,"Rapidly intensifying # Typhoon # Trami a potential danger to # Taiwan, # Japan late this week. https://wxch.nl/2MWNca6 pic.twitter.com/4e3mS7CtHt",1537710660,https://twitter.com/weatherchannel/status/1043860284069171205,81,49,https://pbs.twimg.com/media/Dnx1asVWsAETfG4.jpg
170,"Our 5 things to watch in this week's # weather has a little of everything, including # snow. https://wxch.nl/2NYQcHJ pic.twitter.com/fZl7J5vJzC",1537708679,https://twitter.com/weatherchannel/status/1043851973710295041,70,31,https://pbs.twimg.com/media/DnyBnQqXkAAIlvC.jpg
171,"It may only be the first full day of # fall, but already a few areas are nearing peak fall colors. Our fall foliage status maps: https://weather.com/maps/fall-foliage …pic.twitter.com/OFQXAAgPAo",1537707900,https://twitter.com/weatherchannel/status/1043848707869937664,218,108,
172,# Tropical Storm # Kirk is in the eastern Atlantic and Invest # 98L may brush the East Coast. Here's why neither system is a big concern. https://wxch.nl/2O5VVv6 pic.twitter.com/t9yETTYdXm,1537704854,https://twitter.com/weatherchannel/status/1043835933911584768,199,118,https://pbs.twimg.com/media/DnxzM1AW0AANLnH.jpg
173,Welcome to the first full day of # fall. Here is what last night's autumnal equinox means. https://wxch.nl/2puIpDq pic.twitter.com/VinAzjKEqk,1537702071,https://twitter.com/weatherchannel/status/1043824257720037377,572,154,https://pbs.twimg.com/media/DnxomExXcAAAgFm.jpg
174,A pattern change next week will bring some noticeable changes in the weather - here are 5 things to watch next week: https://wxch.nl/2O3HUhJ pic.twitter.com/Bd1LdbPEWV,1537640040,https://twitter.com/weatherchannel/status/1043564082455109632,181,95,https://pbs.twimg.com/media/Dnt3W0bWwAACQfM.jpg
175,The autumnal equinox is at 9:54 p.m. EDT Saturday - here are 4 things to know as fall begins: https://wxch.nl/2I4XVOS pic.twitter.com/DCU8OD3xpF,1537631760,https://twitter.com/weatherchannel/status/1043529353173168128,489,156,https://pbs.twimg.com/media/Dnsy-u1UwAEKfF-.jpg
176,Tropical Storm # Kirk has developed south of the Cabo Verde Islands in the eastern Atlantic - here is what we're watching in the tropics: https://wxch.nl/2DooIXS pic.twitter.com/akwNc0sR7Q,1537629242,https://twitter.com/weatherchannel/status/1043518791613706240,285,194,https://pbs.twimg.com/media/DntQw8sXoAEqi3l.jpg
177,Refreshing pattern change will bring an extended break from the heat and humidity in the central U.S. and into parts of the East: https://wxch.nl/2PVBdLS pic.twitter.com/6GetVfobIN,1537626780,https://twitter.com/weatherchannel/status/1043508465895845888,50,18,https://pbs.twimg.com/media/Dnsx-vfV4AA_qM0.jpg
178,"Heavy rainfall and flash # flooding are expected in parts of Texas, Oklahoma and Arkansas Saturday: https://wxch.nl/2MWK7XP pic.twitter.com/WtL9RAT0sS",1537622040,https://twitter.com/weatherchannel/status/1043488584714588160,68,40,https://pbs.twimg.com/media/DnsxfEvV4AA5rT3.jpg
179,What games are you looking forward to today? # CollegeFootballhttps://twitter.com/AMHQ/status/1043482541662117888 …,1537620716,https://twitter.com/weatherchannel/status/1043483031665881089,18,6,
180,Activity in the tropics has increased and we were watching several systems in the # Atlantic and # Trami in the western Pacific: https://wxch.nl/2ps8PFY pic.twitter.com/8JLCcvjCEV,1537617720,https://twitter.com/weatherchannel/status/1043470465732362241,192,114,https://pbs.twimg.com/media/DnsklKcU8AEkuxO.jpg
181,Paramedics responded to several calls of people trapped in homes and cars.https://twitter.com/AMHQ/status/1043453596757635073 …,1537614161,https://twitter.com/weatherchannel/status/1043455537793433601,127,89,
182,", we'd love to feature your post on http://Weather.com ! Where and when did you take it? To let us know if we have your permission, respond using the hashtag # yesweather.https://weather.com/en-US/twc/privacy-policy …",1537569229,https://twitter.com/weatherchannel/status/1043267081226137600,0,0,
183,A severe thunderstorm watch has been issued for western and northern New York and northwestern Pennsylvania. A couple of tornadoes and damaging wind gusts are possible through this evening.pic.twitter.com/9znnnTnM0k,1537563250,https://twitter.com/weatherchannel/status/1043242000265498624,50,42,https://pbs.twimg.com/media/DnpW2FrUwAESwuL.jpg
184,"A severe thunderstorm watch has been issued for parts of eastern Ohio, western Pennsylvania and extreme northern West Virginia. A couple of tornadoes, damaging wind gusts and hail are possible through this evening.pic.twitter.com/0u96VZ7aVz",1537562738,https://twitter.com/weatherchannel/status/1043239855919165440,41,25,https://pbs.twimg.com/media/DnpU0_OUcAA4LUk.jpg
185,"Where and when did you take this? Could we at http://Weather.com feature your post on our platforms? If so, verify by responding with the hashtag # yesweather. View terms at https://weather.com/en-US/twc/privacy-policy ….",1537561182,https://twitter.com/weatherchannel/status/1043233327912763393,0,0,
186,"3:10 p.m. CDT: Flash flood emergency continues through 4:45 p.m. Flood waters are now reaching many structures in Ada, Oklahoma. while Fittstown has measured more than 11 inches of rain. Roads are washing out in Fittstown and Stonewall. Stay off the roads! # OKwxpic.twitter.com/9GysUvmKxN",1537560839,https://twitter.com/weatherchannel/status/1043231890965180421,63,40,https://pbs.twimg.com/media/DnpNR-NUYAAnzVL.jpg
187,Here's what we're watching in the # tropics as activity starts to increase again: https://wxch.nl/2PVdfQO pic.twitter.com/rrdTdkNal3,1537554120,https://twitter.com/weatherchannel/status/1043203707658219527,216,132,https://pbs.twimg.com/media/DnowQoYXsAArH9Q.jpg
188,12:57 p.m. CDT: A flash flood warning has been issued for the Oklahoma City metro area. Two inches of rain has already fallen and more is coming down. Flooding is likely.pic.twitter.com/X0jTJCH5Py,1537552722,https://twitter.com/weatherchannel/status/1043197843484409858,39,20,https://pbs.twimg.com/media/DnouhVhW4AAMEL2.jpg
189,"A FLASH FLOOD EMERGENCY is in effect for Fittstown, Jesse and Stonewall, Oklahoma due to torrential rainfall. More flooding is likely across potions of the southern Plains through this evening. Forecast: https://wxch.nl/2psPlRL pic.twitter.com/RBdGJ9YERL",1537548170,https://twitter.com/weatherchannel/status/1043178753512402945,70,34,https://pbs.twimg.com/media/Dnoc7RBU8AAOg1q.jpg
190,"We at http://Weather.com would like to feature your post. Where and when did you take this? If we have your permission, respond using the hashtag # yesweather. Full terms at https://weather.com/en-US/twc/privacy-policy ….",1537543427,https://twitter.com/weatherchannel/status/1043158857479069696,7,0,
191,An extended period of cooler conditions will develop next week from the central U.S. to the East Coast: https://wxch.nl/2PVBj6e pic.twitter.com/gO01g4H3pJ,1537536060,https://twitter.com/weatherchannel/status/1043127958473338880,114,43,https://pbs.twimg.com/media/DnnelfNXcAAk9cU.jpg
192,"Heavy rainfall, # flooding are expected in parts of Texas, Oklahoma and Arkansas into Saturday: https://wxch.nl/2O1yrr7 pic.twitter.com/A7LfftKF6Z",1537533840,https://twitter.com/weatherchannel/status/1043118646858371073,49,26,https://pbs.twimg.com/media/DnnZyQgXgAAoLQs.jpg
193,"Chance of # severe storms will move into the interior Northeast Friday with threat of damaging winds, hail and isolated # tornadoes: https://wxch.nl/2PR5knN pic.twitter.com/nSOcuYuwa4",1537531380,https://twitter.com/weatherchannel/status/1043108329772535809,60,43,https://pbs.twimg.com/media/DnnYvSsW4AEJND4.jpg
194,"A tornado watch has been issued for southeastern Minnesota, northeastern Iowa and western Wisconsin. Damaging wind gusts, a couple of tornadoes and large hail are possible.pic.twitter.com/rIjJOepwzC",1537486133,https://twitter.com/weatherchannel/status/1042918548778242048,79,49,https://pbs.twimg.com/media/Dnkw0TEU0AAsQrk.jpg
195,"Aerial views of Emerald Isle, North Carolina before and after Hurricane # Florence. We are LIVE with the latest on the aftermath and the # severe weather threat in the Midwest.pic.twitter.com/9q2plD2qs4",1537478148,https://twitter.com/weatherchannel/status/1042885058250661888,69,43,
196,A tornado watch has been issued for southern Minnesota. This watch does include southern portions of the Twin Cities metro area. The main threat is for a few tornadoes and damaging wind gusts.pic.twitter.com/Z2lGMPxuoO,1537475832,https://twitter.com/weatherchannel/status/1042875346562035713,51,33,https://pbs.twimg.com/media/DnkJiUGVsAA7ixX.jpg
197,"A severe thunderstorm watch has been issued for portions of IA, NE, KS, MO and SD, including Lincoln and Omaha, Nebraska. The main threat in this area will be damaging wind gusts, but a couple of tornadoes and large hail are also possible.pic.twitter.com/9iihqdcVCl",1537474501,https://twitter.com/weatherchannel/status/1042869760579579904,31,11,https://pbs.twimg.com/media/DnkEM9LWsAAchPs.jpg
198,"Where and when did you take this? May http://Weather.com have permission to feature it on our platforms? To verify, respond with # yesweather. Check out the terms at https://weather.com/en-US/twc/privacy-policy …",1537470966,https://twitter.com/weatherchannel/status/1042854933215760384,1,0,
199,"Heavy rainfall and possible # flooding are expected in parts of Texas, Oklahoma and Arkansas late this week: https://wxch.nl/2xF6BGU pic.twitter.com/Y6vfC0To1D",1537469640,https://twitter.com/weatherchannel/status/1042849372596129792,61,37,https://pbs.twimg.com/media/Dnjgj6ZU4AAIz3V.jpg
